{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{d7aa81ef-362d-4d08-bfc0-02e132329f76} event:/char/dialogue/pusheen/sfx_support/phone_static_gaster
{2704d0c8-db38-4a8f-83af-cce42fb27d1b} event:/char/dialogue/pusheen/!!!_README
{2ecdd323-e914-4148-ac8d-36f1437f7910} event:/char/dialogue/pusheen/alphy
{79d0babd-3cfa-44b2-b60d-dfcc5a279eaa} event:/char/dialogue/pusheen/asgore
{7138ef30-e37f-4fb8-8285-103f805106e3} event:/char/dialogue/pusheen/asriel
{cff60fae-7054-44ce-bb9d-02e9f1e5dcbf} event:/char/dialogue/pusheen/asriel_god
{29da10e6-b220-4a39-81b4-0fbe11c63e0d} event:/char/dialogue/pusheen/chara
{bdb6d5bb-d814-4435-839e-273787e4ff3a} event:/char/dialogue/pusheen/defender
{e8557227-13c9-4cca-a3b3-15b2ec6730d9} event:/char/dialogue/pusheen/els
{67de9698-eb48-466c-b6da-c43328eecf9b} event:/char/dialogue/pusheen/flowey
{2ed89cae-fc2a-4eb2-8dcc-4168e30bdbef} event:/char/dialogue/pusheen/king
{f8878177-893a-47e9-81e8-391e5b628be8} event:/char/dialogue/pusheen/kirby
{3a2a848d-7af6-4066-87e8-e2332bc12488} event:/char/dialogue/pusheen/kirby_mirror
{a5ae6a23-b83c-443d-8380-f91512778f64} event:/char/dialogue/pusheen/kirby_webcam
{a85460a6-f098-4158-98c3-e147375f99e3} event:/char/dialogue/pusheen/magolor
{a2fd31ca-539b-485b-87a8-ea0871f6ae54} event:/char/dialogue/pusheen/papyrus
{47ed97bf-466c-4b66-8806-dc9dbdc4a3c6} event:/char/dialogue/pusheen/preist
{e60f4192-d0e6-4214-bc5e-75e34e8611d1} event:/char/dialogue/pusheen/queen
{550ea1eb-72a1-4503-9b67-f267ad2d198f} event:/char/dialogue/pusheen/sans
{db62c49c-c5e3-4fd5-a814-0c1761b45188} event:/char/dialogue/pusheen/spamton
{43c5461d-5b74-42fa-8bab-1712b95429b4} event:/char/dialogue/pusheen/suzy
{43613ac9-eb7c-4b8f-b646-d7608a1c9826} event:/char/dialogue/pusheen/tenna
{7652b285-21ac-4685-9092-9c7048e3bb77} event:/char/dialogue/pusheen/toriel
{187affac-2205-43ae-b7e8-8d2ed59401dc} event:/char/dialogue/pusheen/undyne
{6877a222-9a4f-4bcf-b98c-eb46e27833bd} event:/char/dialogue/pusheen/undyne_hyper
{b6f02ff8-67c8-449c-ab00-e003247402b6} event:/char/dialogue/pusheen/waddledee
{e27b3ab9-d6c9-4952-92bf-e652b98a9ed5} event:/char/dialogue/!!!_README
{aba9f19a-b015-4dfa-ab6a-c1c34385e6e9} event:/char/dialogue/badeline
{0d2b6a74-2224-4d42-b4c1-275e02188e35} event:/char/dialogue/ex
{93dc35c9-2d7f-428b-a991-10a75e908831} event:/char/dialogue/granny
{6db7fffa-a9ef-4b37-8c16-6857785af731} event:/char/dialogue/madeline
{eb633670-e129-48ad-82cc-bc3b09203d6f} event:/char/dialogue/madeline_mirror
{9a3d146f-f39b-41f5-a269-890782e44fcc} event:/char/dialogue/mom
{94086ab9-c160-4468-b8f5-20d8c0df94f3} event:/char/dialogue/oshiro
{81a8f569-0320-45e8-a85d-f05fc73ab18a} event:/char/dialogue/secret_character
{e15162c0-8d07-4a4a-86b2-31a4143ef96c} event:/char/dialogue/theo
{06f37413-874a-4d3a-b325-e43d5835bded} event:/char/dialogue/theo_mirror
{b778a405-ac7f-440e-8754-aef888736b87} event:/char/dialogue/theo_webcam
{baf0c37e-6b25-4b7f-8bcf-653b7ffbb4a5} event:/char/granny/cane_tap
{e6fcb1bd-e802-4b86-ba6a-4d5b4f9d1d8e} event:/char/granny/laugh_firstphrase
{7d86252d-c88c-4317-865e-430792def883} event:/char/granny/laugh_oneha
{75ab6aef-3f69-4776-b60f-5700451cc9a2} event:/char/madeline/backpack_drop
{99373af6-beba-488d-b516-ff48fd95e8b8} event:/char/madeline/campfire_sit
{9435a742-7595-48a4-b2af-2757c4f927da} event:/char/madeline/campfire_stand
{9457c17c-688b-4701-b2ae-b89d821d54f7} event:/char/madeline/climb_ledge
{82f8448b-9452-4b12-838c-dcd81098476e} event:/char/madeline/core_hair_charged
{315ac151-5eb6-4e6b-b1b7-0531f3572c44} event:/char/madeline/crystaltheo_lift
{eb1249df-06cf-434d-991b-0b73464eef06} event:/char/madeline/crystaltheo_throw
{cb220baa-d2cb-4a87-9907-a6595dba6735} event:/char/madeline/dash_pink_left
{8ec31009-771f-4473-a3fc-45b209d6aa87} event:/char/madeline/dash_pink_right
{b9d3a7c5-3d49-4b8a-aad1-fcfaf87293af} event:/char/madeline/dash_red_left
{066cd550-a394-4bed-a4cf-c71905a160ed} event:/char/madeline/dash_red_right
{ae79fcef-d9b4-44c5-91e5-e0348229e9d5} event:/char/madeline/death
{06d7cbaf-9d9e-4f67-8adb-37a599dd4c37} event:/char/madeline/dreamblock_enter
{0a9527ad-360b-4cd2-b585-92b066720b34} event:/char/madeline/dreamblock_exit
{47bc2416-fd95-4a75-8952-7c43757e0e66} event:/char/madeline/dreamblock_travel
{0d6cb459-91af-4842-8d2b-0f0e103313ef} event:/char/madeline/duck
{73ada323-e77f-43f7-b0df-a8facdef03b7} event:/char/madeline/footstep
{8aa6ab7b-3104-4a06-8e7e-b1141ac0d23d} event:/char/madeline/grab
{0e0bb484-9840-47f8-a697-773134e4bedb} event:/char/madeline/grab_letgo
{7f8c23d1-bd9d-4a10-b8af-fd4a5cb12244} event:/char/madeline/handhold
{421fe5d0-9d4b-40a5-ab8e-23b1ec4bf1b3} event:/char/madeline/idle_crackknuckles
{852ea39f-c182-4385-9aa3-1d95cb02040b} event:/char/madeline/idle_scratch
{ae4aea88-f499-49e8-9536-78c4bad21743} event:/char/madeline/idle_sneeze
{eeede5f5-3691-4cd9-8b2c-91e02d3d41ed} event:/char/madeline/jump
{73ba5692-b6bd-4c78-a392-e41fa7425ead} event:/char/madeline/jump_assisted
{faac7cb1-bc6a-4e0d-8dc5-97f3c94363e6} event:/char/madeline/jump_climb_left
{1a77f0d4-81d8-4f97-bdf1-8e1e39cc69ef} event:/char/madeline/jump_climb_right
{5e5a1f06-5cf9-4daf-a7ed-3b36554dd44b} event:/char/madeline/jump_dreamblock
{25759b99-ad2a-4483-bb7e-0c4eac782c53} event:/char/madeline/jump_special
{4fc69f31-fc0f-42d3-af4c-20424c74d6a4} event:/char/madeline/jump_super
{8f5b7d80-8ca1-4415-942c-f1338b8a79f1} event:/char/madeline/jump_superslide
{67bb774a-41bd-4375-a4e7-53031c7f75cd} event:/char/madeline/jump_superwall
{f63c2b0a-f708-44f5-af13-6bba7e3af2cb} event:/char/madeline/jump_wall_left
{3b128250-55a7-4a1b-8d8e-edf325d80192} event:/char/madeline/jump_wall_right
{a7289b79-f525-4762-943e-98cf5c94151a} event:/char/madeline/landing
{60e29264-3711-498c-a7ed-c58ecefb5543} event:/char/madeline/mirrortemple_big_landing
{65659bc0-3d2b-429c-9bdc-42e7a2d29a94} event:/char/madeline/predeath
{14d582cb-0c50-4837-bcc5-e7e03ff23687} event:/char/madeline/revive
{73265a98-2cb3-4d98-9643-cf592c2b9131} event:/char/madeline/stand
{7d18d617-475b-4d12-ad45-885c619e7540} event:/char/madeline/summit_areastart
{72eb7f2d-c3e9-41b2-afc0-b4cfee087389} event:/char/madeline/summit_flytonext
{f5babe6c-1ec1-4d4e-8934-a1809b5e26cb} event:/char/madeline/summit_sit
{dae064c8-86f9-458b-83af-fbd8b699a3b9} event:/char/madeline/theo_collapse
{cad411d1-889d-4fb6-85e7-210db19d1e11} event:/char/madeline/wallslide
{cab0df89-b0d1-439c-8ac7-37db9d43e3a1} event:/char/madeline/water_dash_gen
{fb5d35c5-47c8-439d-8d52-ec6daf91887b} event:/char/madeline/water_dash_in
{5ce79651-4adc-4592-b018-38aa212d6ca6} event:/char/madeline/water_dash_out
{4016ea56-842c-4649-99c4-7057db18c835} event:/char/madeline/water_in
{5cf06f89-cf18-4dfa-bc69-5e4b58095cf3} event:/char/madeline/water_move_general
{7d656ffa-050f-4cab-bbc9-03863fa14e4f} event:/char/madeline/water_move_shallow
{3b90c629-7dcf-467b-a438-75e3287c8ae5} event:/char/madeline/water_out
{e1fec409-ace5-4006-8b7c-ccf9fbf1ac59} event:/char/oshiro/boss_charge
{05362357-0f1e-4f89-9d04-8a2778451a6c} event:/char/oshiro/boss_enter_screen
{f5fc7368-4f02-4479-a805-0efdff3633f6} event:/char/oshiro/boss_precharge
{28afe636-0afc-4a73-957d-fa53f6295250} event:/char/oshiro/boss_reform
{53cd822c-b7e1-4d50-8574-4fe404457747} event:/char/oshiro/boss_slam_final
{83376c6a-a014-418e-9e21-dbc48df90069} event:/char/oshiro/boss_slam_first
{945afadd-8b82-439d-a3d5-c70d53d8df96} event:/char/oshiro/boss_transform_begin
{6be863d8-6204-4f23-9f06-f90d6d7a8092} event:/char/oshiro/boss_transform_burst
{6dd647fe-eefd-43d7-8a35-5a614678dd12} event:/char/oshiro/chat_collapse
{2985ee63-eec3-4263-bf6d-71e332bfa805} event:/char/oshiro/chat_get_up
{c4fc63e7-6814-466a-9077-c90a82fc710e} event:/char/oshiro/chat_turn_left
{a5b71a3a-2b11-43d7-a6dc-c2fc90d9d07e} event:/char/oshiro/chat_turn_right
{7714e509-b855-47b0-b57b-3b7d803c5652} event:/char/oshiro/move_01_0xa_exit
{4f200dab-f854-4ed1-8e93-b736211791d5} event:/char/oshiro/move_02_03a_exit
{ecd941b2-7246-49f9-ad46-dd6eee981bd5} event:/char/oshiro/move_03_08a_exit
{ce338380-a29d-461a-b661-267fa7acd32c} event:/char/oshiro/move_04_pace_left
{e2f5eac6-9d40-4bc5-bcaf-d14b6269354b} event:/char/oshiro/move_04_pace_right
{b6e13523-090a-44eb-aa4f-1a3c270c507f} event:/char/oshiro/move_05_09b_exit
{d63e2c8f-499c-4edc-a892-041ae47d5b96} event:/char/oshiro/move_06_04d_exit
{96c70110-4204-4456-b3ed-baf02ba4139a} event:/char/oshiro/move_07_roof00_enter
{dfc82939-d51a-4454-aedf-1b3c6d4cf986} event:/char/oshiro/move_08_roof07_exit
{56221566-2fd7-4b1a-99d7-6af227ab8398} event:/char/theo/phone_taps_loop
{f37cd8d3-4249-47ca-8243-28ae26cf7c5c} event:/char/theo/resort_ceilingvent_hey
{5220fbf8-61c9-4a15-8490-8571a7cfa54f} event:/char/theo/resort_ceilingvent_popoff
{d3ade5b6-5418-4d18-8ac3-b31f1f5a9581} event:/char/theo/resort_ceilingvent_seeya
{6fb99d9c-74ca-412d-b3b0-247b39a382df} event:/char/theo/resort_ceilingvent_shake
{30c6c5c3-bf5d-4cbe-b3ea-3ed4c1e2396e} event:/char/theo/resort_crawl
{757f9c8a-033b-4c8d-82d8-f415972efc8d} event:/char/theo/resort_standtocrawl
{56e5cd34-78ba-45b2-96f3-83fc95c7c8df} event:/char/theo/resort_vent_grab
{aeef3032-ca85-4ac7-9866-c04c15bb8ef3} event:/char/theo/resort_vent_rip
{3d4ee73d-0198-43a2-b1d4-7b98cb16944b} event:/char/theo/resort_vent_tug
{4b18a52d-d2ba-4f5c-9880-9b49a0179e72} event:/char/theo/resort_vent_tumble
{3e111712-ffe7-404b-8dfe-08b630014170} event:/char/theo/yolo_fist
{1a3760b5-1dd4-45f2-9d1f-7f53632f47a0} event:/char/pusheen/chara/appear
{5ec2f4a3-b920-4460-9b35-74f2bde29b41} event:/char/pusheen/chara/booster_begin
{7ec2690d-3a62-4264-a456-75670f2a7b22} event:/char/pusheen/chara/booster_final
{29af58cd-e521-4b36-bfe0-5aed3481d557} event:/char/pusheen/chara/booster_reappear
{944d72a2-7512-4dee-b9d3-3830ced1e899} event:/char/pusheen/chara/booster_relocate
{7f206ef7-5d7e-420c-a744-5b8abc31b25f} event:/char/pusheen/chara/booster_throw
{96e134f0-1ee5-4111-9dad-87ca247900a0} event:/char/pusheen/chara/boss_bullet
{626dd59b-5511-41ac-b68c-7b3f538ef428} event:/char/pusheen/chara/boss_hug
{dd72d89a-1d24-405f-a7e1-be3136273a83} event:/char/pusheen/chara/boss_idle_air
{4a004cb2-1cf6-4e6b-a4b5-25f73159a245} event:/char/pusheen/chara/boss_laser_charge
{ca00699c-2d28-4220-a912-7e21cf0937d9} event:/char/pusheen/chara/boss_laser_fire
{abd860b4-bedc-4a55-ac7c-a4802a46701f} event:/char/pusheen/chara/boss_prefight_getup
{13e84f8b-4dfb-4651-b398-856c2302c175} event:/char/pusheen/chara/chara_join
{47b9aa1f-ca70-42c6-9da4-4bf221c1b040} event:/char/pusheen/chara/chara_split
{92b3a2a3-64f6-4af4-a3c5-863859784c0e} event:/char/pusheen/chara/climb_ledge
{e4ac8409-88e8-422b-bce7-78ac5701a954} event:/char/pusheen/chara/dash_red_left
{0f8400f6-7505-44f4-89a7-fbdc1507336e} event:/char/pusheen/chara/dash_red_right
{e0657f0e-c6b7-4ece-8746-26b9101ccee1} event:/char/pusheen/chara/disappear
{c086104e-265b-4d88-823f-3a6d73227d90} event:/char/pusheen/chara/dreamblock_enter
{d818efc2-86d2-4292-9c18-1bb5a079d652} event:/char/pusheen/chara/dreamblock_exit
{6d0db093-dcba-4401-8079-0c0839967cbc} event:/char/pusheen/chara/dreamblock_travel
{903b95a3-d909-45ee-a2e9-f82952d18efb} event:/char/pusheen/chara/duck
{19054fd2-9481-4e02-8626-185211d43f2b} event:/char/pusheen/chara/footstep
{84d82895-e587-461d-a4bf-4209b5d2d38c} event:/char/pusheen/chara/grab
{f6a0ce15-6a8c-4239-a03c-4fd0581d3fbc} event:/char/pusheen/chara/grab_letgo
{7c8b4c3d-64ee-4cc9-bf70-27fa9af06d93} event:/char/pusheen/chara/handhold
{95ed6c17-9c95-4f20-8198-62b07ca138f6} event:/char/pusheen/chara/jump
{8187a9d2-7d8a-42e6-ac52-3b824d0a6ad1} event:/char/pusheen/chara/jump_assisted
{b5002726-08c7-4997-8428-754d78590a0e} event:/char/pusheen/chara/jump_climb_left
{85710d8a-b266-47c0-8ee1-912729592e78} event:/char/pusheen/chara/jump_climb_right
{ec946301-03d8-4428-9169-d0b4a1b2cda4} event:/char/pusheen/chara/jump_dreamblock
{9addd054-4a94-4eb8-954c-6d7885d02afa} event:/char/pusheen/chara/jump_special
{519dee9b-a7c6-4d10-8b8f-ccfb16c43377} event:/char/pusheen/chara/jump_super
{2ed76ac6-d52a-48aa-91bf-c3d185a00079} event:/char/pusheen/chara/jump_superslide
{27fab52c-bc3f-440d-8db5-9a37e97281d8} event:/char/pusheen/chara/jump_superwall
{e6c7639b-ebeb-4484-a94c-9c2717a4a4fd} event:/char/pusheen/chara/jump_wall_left
{8321c1ab-0621-482c-a4ff-747b0cb15c26} event:/char/pusheen/chara/jump_wall_right
{11067776-b462-4bdf-b048-0bf8f76f0fea} event:/char/pusheen/chara/landing
{9c5cd0cb-0980-4375-9cf2-8b56be817771} event:/char/pusheen/chara/level_entry
{212be819-ff5f-403c-9c8a-44f757413312} event:/char/pusheen/chara/stand
{3b6903ba-c28b-4785-809b-73eefdf7d85e} event:/char/pusheen/chara/temple_move_chats
{4c679e48-2df7-4934-9865-30e70c49db36} event:/char/pusheen/chara/temple_move_first
{672b278c-54df-4bc6-80f2-b789050d6217} event:/char/pusheen/chara/wallslide
{83eeb773-658d-4598-b02b-2a5f984b94ee} event:/char/pusheen/granny/cane_tap
{d5057ca9-294b-4c81-8af9-ab1d2c4a4892} event:/char/pusheen/granny/laugh_firstphrase
{5c16a168-fb31-4897-a32b-28c7105c08c2} event:/char/pusheen/granny/laugh_oneha
{268869c1-4022-4936-aea1-d674c6885932} event:/char/pusheen/kirby/backpack_drop
{e6daa12a-2f43-4daf-adf2-994086d0aa1a} event:/char/pusheen/kirby/campfire_sit
{ac2003cf-d7ec-4d4b-b0c0-db2d995738c2} event:/char/pusheen/kirby/campfire_stand
{29e9f6b0-3a30-47a6-b303-c9774fb5839a} event:/char/pusheen/kirby/climb_ledge
{e31d9d8e-1197-422d-b6ad-fd3e1561e271} event:/char/pusheen/kirby/core_hair_charged
{d0245748-6320-410a-800b-7e20a20de3ef} event:/char/pusheen/kirby/crystaltheo_lift
{ea44e16d-0fcf-441b-9336-45aa606c7720} event:/char/pusheen/kirby/crystaltheo_throw
{01b9aa23-bc35-4074-b8f2-2e8d1680bf33} event:/char/pusheen/kirby/dash_pink_left
{7d11bf1c-4e3f-40ad-8e6d-f06bb70f097e} event:/char/pusheen/kirby/dash_pink_right
{c2c552e6-8de2-496d-b706-798363320036} event:/char/pusheen/kirby/dash_red_left
{59078d59-8697-478c-b3b3-3c7605c87756} event:/char/pusheen/kirby/dash_red_right
{1986d39f-8d8e-49e5-a6fa-e2e7fdb9f601} event:/char/pusheen/kirby/death
{b4af9a48-0da6-4374-972b-c4e4966b7003} event:/char/pusheen/kirby/dreamblock_enter
{15f61f63-ea04-4504-839a-78adab4cd549} event:/char/pusheen/kirby/dreamblock_exit
{39ab2d82-cae9-4449-966a-cc938d0a20ad} event:/char/pusheen/kirby/dreamblock_travel
{8e27ada1-dcd6-478d-b5f3-42f8b2ddb0c5} event:/char/pusheen/kirby/duck
{3d667209-61f4-478c-9604-7bcfeae33530} event:/char/pusheen/kirby/footstep
{aa8692f1-0059-4b3b-ba65-cd9edd9e7b7a} event:/char/pusheen/kirby/grab
{72053a9f-2212-4371-a581-05f6d35c24f3} event:/char/pusheen/kirby/grab_letgo
{8d5b742e-839c-45e5-b94f-bbbdf6e581ee} event:/char/pusheen/kirby/handhold
{b4cf24f8-e82c-4df7-beaf-e2ee7ae95dcc} event:/char/pusheen/kirby/idle_crackknuckles
{ccbb7048-83e3-4b6b-854b-e60304897938} event:/char/pusheen/kirby/idle_scratch
{35b0c5cd-31bb-4552-8488-46b753994326} event:/char/pusheen/kirby/idle_sneeze
{a96a19ae-9341-4bcc-a52a-f4cf12aec291} event:/char/pusheen/kirby/jump
{9eaa1fff-ac5e-42c1-afc1-13c087cfcbf0} event:/char/pusheen/kirby/jump_assisted
{6bf9e4ef-ae09-475c-aba6-60f3e1ef1a6e} event:/char/pusheen/kirby/jump_climb_left
{a93dbb02-16f9-411b-8076-f3a718511845} event:/char/pusheen/kirby/jump_climb_right
{3649a133-73a1-4b81-be77-db23d7d9b4f4} event:/char/pusheen/kirby/jump_dreamblock
{44e8614d-b397-4855-8ec0-a1cf2fb82ad3} event:/char/pusheen/kirby/jump_special
{a793435d-5520-407d-a29b-73d65f4e2733} event:/char/pusheen/kirby/jump_super
{94448094-2839-47ec-b678-ee8a4c535c64} event:/char/pusheen/kirby/jump_superslide
{4be3f9f9-7dbf-47f6-9fa1-75d5283b7e49} event:/char/pusheen/kirby/jump_superwall
{4d718b27-70af-4e41-bbfa-3b3f3dcc0609} event:/char/pusheen/kirby/jump_wall_left
{a30642c4-ce85-4abe-973a-892bda7050fc} event:/char/pusheen/kirby/jump_wall_right
{d94f0e78-69bd-46ac-93a1-81adca154364} event:/char/pusheen/kirby/landing
{7544c3a9-e55d-4879-996c-500c148788dc} event:/char/pusheen/kirby/mirrortemple_big_landing
{df752fd8-288a-436a-995a-746937413c8a} event:/char/pusheen/kirby/predeath
{41c50605-b747-4dda-be1e-c36a122c31f6} event:/char/pusheen/kirby/revive
{01926fc4-8650-4150-a1f6-a0026e7676a9} event:/char/pusheen/kirby/stand
{fbfffbad-a14f-4f12-87af-8b0c4f0b8801} event:/char/pusheen/kirby/summit_areastart
{c399dcc7-9f86-4d6b-8474-d7e81c566610} event:/char/pusheen/kirby/summit_flytonext
{7470586f-f6ca-4999-858f-5edd2505caa1} event:/char/pusheen/kirby/summit_sit
{61ac6259-8119-4b1b-91d9-f0fdea38784c} event:/char/pusheen/kirby/theo_collapse
{50f71e36-6bd6-4774-a957-d7d5d4f2077f} event:/char/pusheen/kirby/wallslide
{d6cf9984-a215-4e52-b5e3-9f3d636cefbb} event:/char/pusheen/kirby/water_dash_gen
{dff4847d-d93a-4b75-be60-c2d22f9dfff1} event:/char/pusheen/kirby/water_dash_in
{2f625e5f-8b6b-4f5f-821f-517da869efeb} event:/char/pusheen/kirby/water_dash_out
{a69abe0c-f5e9-48bd-9459-4031d5f4796a} event:/char/pusheen/kirby/water_in
{f1d3d8e5-c196-4b7a-9763-0dcfbbef331c} event:/char/pusheen/kirby/water_move_general
{18a049ef-c1dc-4d3f-b027-f9aa9ab62db9} event:/char/pusheen/kirby/water_move_shallow
{1802d580-45be-4cfa-9883-b43f7754373e} event:/char/pusheen/kirby/water_out
{0d3e11b1-f5a9-438c-bb2a-caa68fc75fe0} event:/char/pusheen/oshiro/boss_charge
{3adcabc9-25bd-4c82-bb9a-1557e15eae0e} event:/char/pusheen/oshiro/boss_enter_screen
{8bde1427-26a3-440e-82eb-257ea85c072f} event:/char/pusheen/oshiro/boss_precharge
{d03141bb-93cb-4e9d-a26b-e4b74c674a3c} event:/char/pusheen/oshiro/boss_reform
{7718e03e-f2bd-4748-8f84-686cee45b5ae} event:/char/pusheen/oshiro/boss_slam_final
{f8651ec7-7b66-4c72-b4e9-05ea75bacea0} event:/char/pusheen/oshiro/boss_slam_first
{62d715fd-3cd9-47e8-81a8-0c39a1834208} event:/char/pusheen/oshiro/boss_transform_begin
{5a395a26-c790-4788-9495-09d9a1b9f57c} event:/char/pusheen/oshiro/boss_transform_burst
{b73ed10d-909b-4417-9d4b-06490ca22b2e} event:/char/pusheen/oshiro/chat_collapse
{e9d419bd-a678-4677-95fe-0753f7b51cf8} event:/char/pusheen/oshiro/chat_get_up
{d5eccd0e-c678-49ee-82e9-0bce7b6c70cc} event:/char/pusheen/oshiro/chat_turn_left
{dca22795-2f81-45c9-84da-73bc16918075} event:/char/pusheen/oshiro/chat_turn_right
{8b50dcf8-9866-4fdc-b337-3ca76d13e00f} event:/char/pusheen/oshiro/move_01_0xa_exit
{058ae08f-ffdf-4984-809f-d7d661b64b49} event:/char/pusheen/oshiro/move_02_03a_exit
{c888a50b-53cb-40ec-a751-3dcc26572401} event:/char/pusheen/oshiro/move_03_08a_exit
{0aa30a16-370c-4ff9-bfa9-a964aa96f692} event:/char/pusheen/oshiro/move_04_pace_left
{8eef8e60-9830-454d-aad6-9a8f882dfd88} event:/char/pusheen/oshiro/move_04_pace_right
{9fe6ef3e-d9bb-4912-95a1-e245b789512e} event:/char/pusheen/oshiro/move_05_09b_exit
{7083fe06-ee7e-4774-8e0b-11196bfc9c92} event:/char/pusheen/oshiro/move_06_04d_exit
{dc6228f7-896e-4e44-b7b7-84b2a004511c} event:/char/pusheen/oshiro/move_07_roof00_enter
{150e3ac4-d874-4d81-9edc-24d89b4ae515} event:/char/pusheen/oshiro/move_08_roof07_exit
{a0c59874-0f99-4bc4-9d0c-fa66e9ec18a2} event:/char/pusheen/theo/phone_taps_loop
{da8ac343-53ce-4d25-a56f-d7c06634caea} event:/char/pusheen/theo/resort_ceilingvent_hey
{d1588a37-777c-44fb-bf03-5f94ba6427b4} event:/char/pusheen/theo/resort_ceilingvent_popoff
{b5ac2bd1-2599-4df3-a9f1-9f81574ae5bc} event:/char/pusheen/theo/resort_ceilingvent_seeya
{bc94a118-d1f8-467b-a1ce-86b49c0978e0} event:/char/pusheen/theo/resort_ceilingvent_shake
{07e539aa-8c3f-42fc-9046-4aaf918b246f} event:/char/pusheen/theo/resort_crawl
{08457810-101a-4141-814e-bc47825e6feb} event:/char/pusheen/theo/resort_standtocrawl
{80e772f5-f7de-4f01-a1d5-a7a92591b9f9} event:/char/pusheen/theo/resort_vent_grab
{8764ac7d-179e-43f3-99ba-9ee9969c28a3} event:/char/pusheen/theo/resort_vent_rip
